ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
142.250.204.100,52,6,192.168.221.11,1665372721.2688267,64,443,A,51406
192.168.221.11,4210,6,142.250.204.100,1665372721.2690904,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.269401,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2696373,54,51406,PA,443
192.168.221.11,2824,6,142.250.204.100,1665372721.2699554,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.270281,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2705245,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2709086,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2711408,54,51406,PA,443
192.168.221.11,1485,6,142.250.204.100,1665372721.2714593,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2717576,64,443,A,51406
192.168.221.11,52,6,142.250.204.100,1665372721.2719862,54,51406,A,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2722316,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.272605,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2729244,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2732258,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2734594,54,51406,A,443
192.168.221.11,1438,6,142.250.204.100,1665372721.273768,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.274096,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2743833,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2746067,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2749248,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2752082,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2755346,64,443,A,51406
192.168.221.11,2859,6,142.250.204.100,1665372721.2758715,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.27622,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.276449,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.276761,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.27711,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2774785,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2777634,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2780228,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2783823,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.2786136,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.27891,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.279129,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2794204,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2797043,64,443,A,51406
192.168.221.11,2871,6,142.250.204.100,1665372721.2799346,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.280225,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2804499,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2807326,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2810144,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2812328,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2815533,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.281835,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2820845,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.2823763,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2826586,64,443,A,51406
192.168.221.11,2824,6,142.250.204.100,1665372721.282897,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.2831845,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.283409,54,51406,PA,443
192.168.221.11,1438,6,142.250.204.100,1665372721.283715,54,51406,A,443
142.250.204.100,52,6,192.168.221.11,1665372721.283995,64,443,A,51406
192.168.221.11,1438,6,142.250.204.100,1665372721.2842185,54,51406,A,443
192.168.221.11,1485,6,142.250.204.100,1665372721.2845185,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.284874,64,443,A,51406
192.168.221.11,1690,6,142.250.204.100,1665372721.2851315,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2854784,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.285706,64,443,PA,51406
192.168.221.11,52,6,142.250.204.100,1665372721.286016,54,51406,A,443
142.250.204.100,406,6,192.168.221.11,1665372721.2862368,64,443,PA,51406
192.168.221.11,52,6,142.250.204.100,1665372721.2865295,54,51406,A,443
192.168.221.11,123,6,142.250.204.100,1665372721.286833,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.2872405,54,51406,PA,443
192.168.221.11,91,6,142.250.204.100,1665372721.2876089,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.287951,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.2881715,64,443,PA,51406
216.58.203.78,467,6,192.168.221.11,1665372721.2887905,64,443,PA,39432
216.58.203.78,529,6,192.168.221.11,1665372721.2892075,64,443,PA,39432
142.250.204.100,1438,6,192.168.221.11,1665372721.2895033,64,443,A,51406
142.250.204.100,1438,6,192.168.221.11,1665372721.2897913,64,443,PA,51406
142.250.204.100,310,6,192.168.221.11,1665372721.2901187,64,443,PA,51406
142.250.204.100,1438,6,192.168.221.11,1665372721.290406,64,443,A,51406
142.250.204.100,296,6,192.168.221.11,1665372721.2906892,64,443,PA,51406
142.250.204.100,254,6,192.168.221.11,1665372721.2909672,64,443,PA,51406
142.250.204.100,239,6,192.168.221.11,1665372721.291238,64,443,PA,51406
192.168.221.11,52,6,142.250.204.100,1665372721.2916248,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.2918613,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.2920763,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.2922933,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.292512,54,51406,A,443
192.168.221.11,52,6,216.58.203.78,1665372721.2927325,119,39432,A,443
192.168.221.11,91,6,216.58.203.78,1665372721.2930086,119,39432,PA,443
192.168.221.11,52,6,142.250.204.100,1665372721.2932837,54,51406,A,443
192.168.221.11,123,6,142.250.204.100,1665372721.2935574,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.293833,54,51406,PA,443
192.168.221.11,91,6,142.250.204.100,1665372721.2941413,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2944274,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.294655,64,443,PA,51406
192.168.221.11,123,6,142.250.204.100,1665372721.2949321,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.295203,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.295478,64,443,A,51406
192.168.221.11,123,6,142.250.204.100,1665372721.2956917,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.2959611,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.296237,64,443,A,51406
192.168.221.11,207,6,142.250.204.100,1665372721.29646,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.296735,54,51406,PA,443
192.168.221.11,586,6,216.58.203.78,1665372721.2970417,119,39432,PA,443
216.58.203.78,52,6,192.168.221.11,1665372721.297385,64,443,A,39432
192.168.221.11,275,6,216.58.203.78,1665372721.2976031,119,39432,PA,443
192.168.221.11,110,6,216.58.203.78,1665372721.2978768,119,39432,PA,443
192.168.221.11,91,6,216.58.203.78,1665372721.298188,119,39432,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.2984586,64,443,A,51406
216.58.203.78,52,6,192.168.221.11,1665372721.2986708,64,443,A,39432
216.58.203.78,87,6,192.168.221.11,1665372721.2988892,64,443,PA,39432
216.58.203.78,91,6,192.168.221.11,1665372721.299187,64,443,PA,39432
142.250.204.100,257,6,192.168.221.11,1665372721.299462,64,443,PA,51406
142.250.204.100,618,6,192.168.221.11,1665372721.299785,64,443,PA,51406
142.250.204.100,706,6,192.168.221.11,1665372721.3000698,64,443,PA,51406
172.217.31.2,347,6,192.168.221.11,1665372721.3003502,64,443,PA,58442
192.168.221.11,52,6,142.250.204.100,1665372721.3006265,54,51406,A,443
172.217.31.2,91,6,192.168.221.11,1665372721.3008416,64,443,PA,58442
142.250.204.100,441,6,192.168.221.11,1665372721.3011177,64,443,PA,51406
192.168.221.11,52,6,142.250.204.100,1665372721.3014107,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3016927,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3019087,54,51406,A,443
192.168.221.11,52,6,172.217.31.2,1665372721.3021665,55,58442,A,443
192.168.221.11,52,6,172.217.31.2,1665372721.3023822,55,58442,A,443
192.168.221.11,91,6,172.217.31.2,1665372721.3025937,55,58442,PA,443
192.168.221.11,52,6,216.58.203.78,1665372721.3028717,119,39432,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3030896,54,51406,A,443
192.168.221.11,593,6,142.250.204.100,1665372721.303307,54,51406,PA,443
192.168.221.11,435,6,142.250.204.100,1665372721.303585,54,51406,PA,443
192.168.221.11,120,6,142.250.204.100,1665372721.3038552,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.3041255,64,443,A,51406
192.168.221.11,91,6,142.250.204.100,1665372721.3043375,54,51406,PA,443
142.250.204.100,91,6,192.168.221.11,1665372721.304611,64,443,PA,51406
192.168.221.11,123,6,142.250.204.100,1665372721.3048837,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.3051672,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.3054402,64,443,A,51406
192.168.221.11,119,6,172.217.31.2,1665372721.3057137,55,58442,PA,443
172.217.31.2,52,6,192.168.221.11,1665372721.3060594,64,443,A,58442
192.168.221.11,83,6,172.217.31.2,1665372721.3062837,55,58442,PA,443
192.168.221.11,91,6,172.217.31.2,1665372721.3066096,55,58442,PA,443
172.217.31.2,52,6,192.168.221.11,1665372721.3068843,64,443,A,58442
172.217.31.2,91,6,192.168.221.11,1665372721.307125,64,443,PA,58442
192.168.221.11,207,6,142.250.204.100,1665372721.307412,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.307696,54,51406,PA,443
192.168.221.11,91,6,142.250.204.100,1665372721.3079703,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.308349,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.3085651,64,443,PA,51406
104.18.42.171,95,6,192.168.221.11,1665372721.3089309,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372721.3095121,64,443,PA,39146
104.18.42.171,199,6,192.168.221.11,1665372721.3100731,64,443,PA,39146
192.168.221.11,52,6,172.217.31.2,1665372721.310438,55,58442,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3106732,54,51406,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.3109097,55,39146,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.3111753,55,39146,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.3114347,55,39146,A,443
192.168.221.11,88,6,104.18.42.171,1665372721.311684,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.3119767,64,443,A,39146
192.168.221.11,595,6,104.18.42.171,1665372721.312202,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.3124888,64,443,A,39146
192.168.221.11,572,6,104.18.42.171,1665372721.3127081,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.3130012,64,443,A,39146
142.250.204.142,60,6,192.168.221.11,1665372721.313217,64,443,S,50964
192.168.221.11,60,6,142.250.204.142,1665372721.31346,117,50964,SA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3136983,64,443,A,50964
142.250.204.142,569,6,192.168.221.11,1665372721.3139284,64,443,PA,50964
142.250.204.142,60,6,192.168.221.11,1665372721.3142416,64,443,S,50978
192.168.221.11,411,6,172.217.27.42,1665372721.314483,118,38280,PA,443
172.217.27.42,87,6,192.168.221.11,1665372721.3148484,64,443,PA,38280
192.168.221.11,52,6,142.250.204.142,1665372721.3151417,117,50964,A,443
172.217.27.42,87,6,192.168.221.11,1665372721.3153725,64,443,PA,38280
192.168.221.11,60,6,142.250.204.142,1665372721.3156655,54,50978,SA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3159018,64,443,A,50978
142.250.204.142,569,6,192.168.221.11,1665372721.316138,64,443,PA,50978
192.168.221.11,2824,6,142.250.204.142,1665372721.3164449,117,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3167527,64,443,A,50964
192.168.221.11,1743,6,142.250.204.142,1665372721.316985,117,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3172843,64,443,A,50964
142.250.204.142,126,6,192.168.221.11,1665372721.3175213,64,443,PA,50964
142.250.204.142,150,6,192.168.221.11,1665372721.3178108,64,443,PA,50964
142.250.204.142,52,6,192.168.221.11,1665372721.3181863,64,443,FA,50978
142.250.204.142,621,6,192.168.221.11,1665372721.3184114,64,443,PA,50964
142.250.204.142,150,6,192.168.221.11,1665372721.31872,64,443,PA,50964
192.168.221.11,52,6,172.217.27.42,1665372721.3189948,118,38280,A,443
192.168.221.11,52,6,172.217.27.42,1665372721.3192117,118,38280,A,443
192.168.221.11,52,6,142.250.204.142,1665372721.3194938,54,50978,A,443
192.168.221.11,928,6,142.250.204.142,1665372721.3197374,117,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.320015,64,443,A,50964
192.168.221.11,83,6,142.250.204.142,1665372721.3202362,117,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.320513,64,443,A,50964
142.250.204.142,83,6,192.168.221.11,1665372721.3207316,64,443,PA,50964
192.168.221.11,52,6,142.250.204.142,1665372721.3210044,117,50964,A,443
192.168.221.11,694,6,142.250.204.142,1665372721.3212178,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3215518,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3217807,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3221025,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3224142,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3227026,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3229334,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3232396,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3234694,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.323767,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3239903,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.324274,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3245025,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3247871,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.325015,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.3255768,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.32602,64,443,A,50964
192.168.221.11,52,6,142.250.204.142,1665372721.3262458,54,50978,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.326469,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.3267567,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3270392,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3272986,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.327597,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3278906,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.328119,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.3284163,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3286986,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3289182,119,50964,A,443
192.168.221.11,2824,6,142.250.204.142,1665372721.3292751,54,50978,PA,443
142.250.204.142,40,6,192.168.221.11,1665372721.3295581,64,443,R,50978
192.168.221.11,1741,6,142.250.204.142,1665372721.329773,54,50978,PA,443
142.250.204.142,40,6,192.168.221.11,1665372721.3300922,64,443,R,50978
192.168.221.11,52,6,142.250.204.142,1665372721.3303025,54,50978,FA,443
142.250.204.142,40,6,192.168.221.11,1665372721.3305185,64,443,R,50978
192.168.221.11,1438,6,142.250.204.142,1665372721.3307397,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.3310244,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3312495,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.331536,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3318362,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3321242,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.332345,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.332634,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3328612,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3331447,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3333678,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.333647,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3338735,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.334195,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3344204,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.3347285,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3350148,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3353045,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3355308,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.3358107,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3360353,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3363776,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3365996,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.3368897,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3371153,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3374202,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3376393,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.337924,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3381834,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3384633,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3387032,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3390589,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3393002,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3395882,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3398113,119,50964,A,443
142.250.204.142,52,6,192.168.221.11,1665372721.3401031,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3403277,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3406117,64,443,A,50964
142.250.204.142,91,6,192.168.221.11,1665372721.340829,64,443,PA,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3411076,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.341445,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.341863,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3422606,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.342558,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.342919,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3431456,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.3434937,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3437831,64,443,A,50964
192.168.221.11,2824,6,142.250.204.142,1665372721.3440387,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.344321,64,443,A,50964
192.168.221.11,1438,6,142.250.204.142,1665372721.3445463,119,50964,A,443
192.168.221.11,1438,6,142.250.204.142,1665372721.3448293,119,50964,PA,443
142.250.204.142,52,6,192.168.221.11,1665372721.3451104,64,443,A,50964
192.168.221.11,486,6,142.250.204.142,1665372721.345332,119,50964,PA,443
192.168.221.11,52,6,142.250.204.142,1665372721.3459651,119,50964,A,443
142.250.204.100,1438,6,192.168.221.11,1665372721.3462095,64,443,A,51406
142.250.204.100,1438,6,192.168.221.11,1665372721.3464954,64,443,PA,51406
142.250.204.100,544,6,192.168.221.11,1665372721.3467789,64,443,PA,51406
142.250.204.142,52,6,192.168.221.11,1665372721.347059,64,443,A,50964
192.168.221.11,52,6,142.250.204.100,1665372721.3476152,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3478305,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3480642,54,51406,A,443
192.168.221.11,123,6,142.250.204.100,1665372721.3489037,54,51406,PA,443
