ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
142.250.66.40,52,6,192.168.221.11,1665372721.6135206,64,443,A,37600
104.16.149.64,104,6,192.168.221.11,1665372721.6137383,64,443,PA,50646
192.168.221.11,2824,6,142.250.66.40,1665372721.614069,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372721.614364,64,443,A,37600
104.16.149.64,138,6,192.168.221.11,1665372721.61458,64,443,PA,50646
104.16.149.64,441,6,192.168.221.11,1665372721.6149173,64,443,PA,50646
192.168.221.11,2824,6,142.250.66.40,1665372721.6152072,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372721.615491,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372721.6157146,118,37600,A,443
192.168.221.11,1438,6,142.250.66.40,1665372721.6160033,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372721.616291,64,443,A,37600
192.168.221.11,40,6,104.18.42.171,1665372721.6165104,55,39146,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.6167521,55,39146,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.616995,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6172845,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6175036,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6177864,64,443,A,53892
192.168.221.11,4210,6,204.246.169.46,1665372721.618044,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.618353,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6185842,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6188838,64,443,A,53892
192.168.221.11,1438,6,142.250.66.40,1665372721.619109,118,37600,A,443
192.168.221.11,1438,6,142.250.66.40,1665372721.619423,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372721.6197028,64,443,A,37600
192.168.221.11,75,6,104.18.42.171,1665372721.61992,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.6201842,64,443,A,39146
192.168.221.11,1438,6,204.246.169.46,1665372721.620406,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6206918,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6209245,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6212182,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6214476,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.621801,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6220746,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6223896,64,443,A,53892
192.168.221.11,921,6,142.250.66.40,1665372721.6226087,118,37600,PA,443
192.168.221.11,75,6,104.18.42.171,1665372721.6228895,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.6231596,64,443,A,39146
192.168.221.11,2824,6,204.246.169.46,1665372721.6233823,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6236792,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6239033,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6241899,64,443,A,53892
192.168.221.11,583,6,104.18.42.171,1665372721.624415,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.6247034,64,443,A,39146
192.168.221.11,2824,6,204.246.169.46,1665372721.6249807,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.625333,64,443,A,53892
192.168.221.11,595,6,104.18.42.171,1665372721.6255515,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.6258304,64,443,A,39146
192.168.221.11,1438,6,204.246.169.46,1665372721.6260862,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6263754,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6266072,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6268954,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.627116,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6274035,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.62763,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6279159,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6281393,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6284235,64,443,A,53892
35.190.88.7,60,6,192.168.221.11,1665372721.62864,64,443,S,42484
192.168.221.11,2824,6,204.246.169.46,1665372721.6289346,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6292212,64,443,A,53892
142.250.66.40,91,6,192.168.221.11,1665372721.6294622,64,443,PA,37600
192.168.221.11,1438,6,204.246.169.46,1665372721.6297414,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6300776,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6303067,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.630591,64,443,A,53892
192.168.221.11,607,6,204.246.169.46,1665372721.630809,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6310866,64,443,A,53892
192.168.221.11,40,6,104.16.149.64,1665372721.6313047,54,50646,A,443
192.168.221.11,552,6,104.16.149.64,1665372721.6315463,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.6318216,64,443,A,50646
192.168.221.11,40,6,104.16.149.64,1665372721.6320283,54,50646,A,443
192.168.221.11,71,6,104.16.149.64,1665372721.6322641,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.632533,64,443,A,50646
104.16.149.64,71,6,192.168.221.11,1665372721.632743,64,443,PA,50646
192.168.221.11,60,6,35.190.88.7,1665372721.633021,118,42484,SA,443
35.190.88.7,52,6,192.168.221.11,1665372721.6332686,64,443,A,42484
35.190.88.7,569,6,192.168.221.11,1665372721.6334867,64,443,PA,42484
192.168.221.11,52,6,142.250.66.40,1665372721.633767,118,37600,A,443
192.168.221.11,1431,6,104.16.149.64,1665372721.634028,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.6343043,64,443,A,50646
192.168.221.11,1431,6,104.16.149.64,1665372721.6345162,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.634808,64,443,A,50646
192.168.221.11,1438,6,104.16.149.64,1665372721.635037,54,50646,A,443
104.16.149.64,40,6,192.168.221.11,1665372721.6353176,64,443,A,50646
192.168.221.11,1424,6,104.16.149.64,1665372721.6355286,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.63587,64,443,A,50646
192.168.221.11,1431,6,104.16.149.64,1665372721.6360822,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.63636,64,443,A,50646
192.168.221.11,905,6,104.16.149.64,1665372721.636578,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.6368535,64,443,A,50646
192.168.221.11,71,6,104.16.149.64,1665372721.6370609,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.6373315,64,443,A,50646
192.168.221.11,52,6,35.190.88.7,1665372721.6375368,118,42484,A,443
192.168.221.11,2100,6,35.190.88.7,1665372721.6377614,118,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.6380832,64,443,A,42484
192.168.221.11,2100,6,35.190.88.7,1665372721.638309,118,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.638599,64,443,A,42484
192.168.221.11,1012,6,35.190.88.7,1665372721.6388175,118,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.639128,64,443,A,42484
35.190.88.7,116,6,192.168.221.11,1665372721.6393526,64,443,PA,42484
35.190.88.7,150,6,192.168.221.11,1665372721.6396453,64,443,PA,42484
35.190.88.7,458,6,192.168.221.11,1665372721.6399267,64,443,PA,42484
192.168.221.11,40,6,104.16.149.64,1665372721.6402004,54,50646,A,443
192.168.221.11,606,6,35.190.88.7,1665372721.6404376,118,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.640714,64,443,A,42484
192.168.221.11,83,6,35.190.88.7,1665372721.6409638,118,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.6412456,64,443,A,42484
35.190.88.7,83,6,192.168.221.11,1665372721.6414652,64,443,PA,42484
192.168.221.11,52,6,35.190.88.7,1665372721.641752,119,42484,A,443
192.168.221.11,52,6,35.190.88.7,1665372721.6419928,119,42484,A,443
204.246.169.46,126,6,192.168.221.11,1665372721.64223,64,443,PA,53892
204.246.169.46,125,6,192.168.221.11,1665372721.642532,64,443,PA,53892
204.246.169.46,198,6,192.168.221.11,1665372721.6428874,64,443,PA,53892
204.246.169.46,125,6,192.168.221.11,1665372721.6432881,64,443,PA,53892
204.246.169.46,125,6,192.168.221.11,1665372721.6437647,64,443,PA,53892
204.246.169.46,126,6,192.168.221.11,1665372721.6442642,64,443,PA,53892
204.246.169.46,1370,6,192.168.221.11,1665372721.644756,64,443,PA,53892
192.168.221.11,52,6,204.246.169.46,1665372721.6452527,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.64566,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6461682,64,443,A,53892
192.168.221.11,3396,6,204.246.169.46,1665372721.6465883,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6471102,64,443,A,53892
192.168.221.11,52,6,204.246.169.46,1665372721.6475031,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.6478887,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.648279,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6486812,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.649197,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6495945,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6501195,64,443,A,53892
192.168.221.11,1100,6,204.246.169.46,1665372721.6505105,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6510127,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6514063,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6519077,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6523337,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6528482,64,443,A,53892
192.168.221.11,881,6,204.246.169.46,1665372721.6532347,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6537313,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6541495,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6546605,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.656849,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6573908,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6578047,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6583254,64,443,A,53892
192.168.221.11,1632,6,204.246.169.46,1665372721.658725,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6592236,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6596055,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.660106,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6604917,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6610055,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.661392,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6618974,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6623156,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6628225,64,443,A,53892
192.168.221.11,1180,6,204.246.169.46,1665372721.6632154,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6637125,64,443,A,53892
192.168.221.11,52,6,204.246.169.46,1665372721.6640854,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.6644685,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6648712,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6653986,64,443,A,53892
192.168.221.11,3726,6,204.246.169.46,1665372721.665808,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6663423,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6667318,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6672356,64,443,A,53892
192.168.221.11,608,6,204.246.169.46,1665372721.6676135,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.668158,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6686795,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6692162,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6697323,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.670256,64,443,A,53892
192.168.221.11,336,6,204.246.169.46,1665372721.6706355,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6711235,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.6715212,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.672041,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6725628,241,53892,A,443
192.168.221.11,1733,6,204.246.169.46,1665372721.6730824,241,53892,PA,443
192.168.221.11,3170,6,204.246.169.46,1665372721.673591,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6741316,241,53892,A,443
192.168.221.11,3415,6,204.246.169.46,1665372721.6746745,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6751976,241,53892,A,443
192.168.221.11,1466,6,204.246.169.46,1665372721.6757092,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6762145,241,53892,A,443
192.168.221.11,1637,6,204.246.169.46,1665372721.676718,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.677244,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6777477,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6781533,241,53892,A,443
192.168.221.11,4186,6,204.246.169.46,1665372721.678679,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6791804,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6795714,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6800857,241,53892,A,443
192.168.221.11,1957,6,204.246.169.46,1665372721.6806142,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6812375,241,53892,A,443
192.168.221.11,1591,6,204.246.169.46,1665372721.6817644,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6823037,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6828103,64,443,A,53892
192.168.221.11,1780,6,204.246.169.46,1665372721.6832128,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.6837187,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.6841173,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6846259,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.685146,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.685532,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6860514,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.686453,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.6869612,64,443,A,53892
192.168.221.11,2357,6,204.246.169.46,1665372721.6873488,241,53892,PA,443
192.168.221.11,3167,6,204.246.169.46,1665372721.687876,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.688387,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6888905,241,53892,A,443
192.168.221.11,1399,6,204.246.169.46,1665372721.6894054,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6899102,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6904457,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6909482,241,53892,A,443
192.168.221.11,2479,6,204.246.169.46,1665372721.6915162,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6920483,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6925569,241,53892,A,443
192.168.221.11,2019,6,204.246.169.46,1665372721.6931126,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.6937287,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.69427,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6947856,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6952953,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.695839,241,53892,A,443
192.168.221.11,1411,6,204.246.169.46,1665372721.696341,241,53892,PA,443
192.168.221.11,342,6,35.190.88.7,1665372721.6968338,119,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.6973128,64,443,A,42484
192.168.221.11,527,6,204.246.169.46,1665372721.6976876,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6982358,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6987488,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6992629,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.6997843,241,53892,A,443
192.168.221.11,4210,6,204.246.169.46,1665372721.700318,241,53892,A,443
192.168.221.11,1212,6,204.246.169.46,1665372721.7008295,241,53892,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.7013288,241,53892,A,443
192.168.221.11,2789,6,204.246.169.46,1665372721.701861,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.7024088,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.7029388,241,53892,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.7034829,241,53892,A,443
192.168.221.11,3428,6,204.246.169.46,1665372721.7040176,241,53892,PA,443
192.168.221.11,544,6,204.246.169.46,1665372721.7045152,241,53892,PA,443
192.168.221.11,2247,6,204.246.169.46,1665372721.705033,241,53892,PA,443
192.168.221.11,2824,6,204.246.169.46,1665372721.7055469,241,53892,A,443
192.168.221.11,2029,6,204.246.169.46,1665372721.7061834,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.706707,64,443,A,53892
35.190.88.7,91,6,192.168.221.11,1665372721.7070894,64,443,PA,42484
35.190.88.7,314,6,192.168.221.11,1665372721.7075894,64,443,PA,42484
35.190.88.7,551,6,192.168.221.11,1665372721.7080905,64,443,PA,42484
192.168.221.11,52,6,35.190.88.7,1665372721.7085834,119,42484,A,443
192.168.221.11,52,6,35.190.88.7,1665372721.708964,119,42484,A,443
192.168.221.11,52,6,35.190.88.7,1665372721.7093434,119,42484,A,443
18.210.197.188,755,6,192.168.221.11,1665372721.709724,64,443,PA,38902
204.246.169.46,125,6,192.168.221.11,1665372721.7102385,64,443,PA,53892
192.168.221.11,1024,6,204.246.169.46,1665372721.7107384,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.7112315,64,443,A,53892
192.168.221.11,132,6,35.190.88.7,1665372721.711607,119,42484,PA,443
192.168.221.11,104,6,35.190.88.7,1665372721.7120953,119,42484,PA,443
192.168.221.11,83,6,35.190.88.7,1665372721.712572,119,42484,PA,443
192.168.221.11,91,6,35.190.88.7,1665372721.713051,119,42484,PA,443
35.190.88.7,52,6,192.168.221.11,1665372721.7135315,64,443,A,42484
35.190.88.7,91,6,192.168.221.11,1665372721.7139053,64,443,PA,42484
192.168.221.11,52,6,35.190.88.7,1665372721.7144115,119,42484,A,443
104.16.149.64,60,6,192.168.221.11,1665372721.714801,64,443,S,50656
142.250.66.99,160,6,192.168.221.11,1665372721.7151892,64,443,PA,37054
142.250.66.99,91,6,192.168.221.11,1665372721.7156818,64,443,PA,37054
142.250.66.99,137,6,192.168.221.11,1665372721.7161496,64,443,PA,37054
142.250.66.99,316,6,192.168.221.11,1665372721.7166388,64,443,PA,37054
192.168.221.11,52,6,104.16.149.64,1665372721.7171283,55,50656,SA,443
104.16.149.64,40,6,192.168.221.11,1665372721.7175126,64,443,A,50656
104.16.149.64,557,6,192.168.221.11,1665372721.7179894,64,443,PA,50656
192.168.221.11,52,6,142.250.66.99,1665372721.7184944,55,37054,A,443
192.168.221.11,52,6,142.250.66.99,1665372721.7188785,55,37054,A,443
192.168.221.11,52,6,142.250.66.99,1665372721.719253,55,37054,A,443
192.168.221.11,52,6,142.250.66.99,1665372721.7196298,55,37054,A,443
192.168.221.11,200,6,142.250.66.99,1665372721.720004,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.720506,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.721006,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7214468,55,37054,PA,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7221472,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7226467,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.723058,55,37054,A,443
192.168.221.11,1438,6,142.250.66.99,1665372721.723565,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7240548,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7244518,55,37054,PA,443
192.168.221.11,2824,6,142.250.66.99,1665372721.724973,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.725477,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7258618,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7263868,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7269053,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7273107,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7278175,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.728201,55,37054,A,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7286954,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7291822,64,443,A,37054
142.250.66.99,87,6,192.168.221.11,1665372721.729563,64,443,PA,37054
142.250.66.99,91,6,192.168.221.11,1665372721.7301583,64,443,PA,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7306728,55,37054,PA,443
192.168.221.11,2824,6,142.250.66.99,1665372721.731171,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.731673,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7320745,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7325757,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.733072,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7334735,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7339675,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7343616,55,37054,A,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7349002,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7354198,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7358084,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7363129,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7366874,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7371874,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7376878,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7381122,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.738629,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7390292,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7395415,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7399275,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7404265,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7409275,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7413063,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7418008,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.742321,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.742831,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.743219,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7437265,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.744226,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7446094,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7451057,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7455,55,37054,A,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7460413,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7465487,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7469363,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.747446,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7478368,55,37054,PA,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7483325,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7488277,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7492406,55,37054,PA,443
192.168.221.11,1438,6,142.250.66.99,1665372721.7497382,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.750275,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7506857,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7511895,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7515712,55,37054,A,443
192.168.221.11,2824,6,142.250.66.99,1665372721.752095,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7526026,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7529867,55,37054,A,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7535057,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7540321,64,443,A,37054
192.168.221.11,2824,6,142.250.66.99,1665372721.7545316,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.755054,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7554357,55,37054,PA,443
192.168.221.11,2824,6,142.250.66.99,1665372721.7559595,55,37054,A,443
142.250.66.99,52,6,192.168.221.11,1665372721.7564554,64,443,A,37054
192.168.221.11,1438,6,142.250.66.99,1665372721.7568376,55,37054,PA,443
192.168.221.11,1313,6,142.250.66.99,1665372721.7573555,55,37054,PA,443
142.250.66.99,52,6,192.168.221.11,1665372721.7578442,64,443,A,37054
192.168.221.11,40,6,104.16.149.64,1665372721.7582328,55,50656,A,443
192.168.221.11,2143,6,104.16.149.64,1665372721.7586727,55,50656,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.7591631,64,443,A,50656
104.16.149.64,104,6,192.168.221.11,1665372721.7595305,64,443,PA,50656
104.16.149.64,138,6,192.168.221.11,1665372721.760008,64,443,PA,50656
104.16.149.64,504,6,192.168.221.11,1665372721.7604926,64,443,PA,50656
192.168.221.11,52,6,142.250.66.99,1665372721.760981,55,37054,A,443
192.168.221.11,40,6,104.16.149.64,1665372721.761388,55,50656,A,443
192.168.221.11,552,6,104.16.149.64,1665372721.7618153,55,50656,PA,443
104.16.149.64,40,6,192.168.221.11,1665372721.7623124,64,443,A,50656
